,fileName,judgements
0,./data_dsicap/IntegralYoga/raw/YV29.txt,"['**CODEC_ERROR** begin with a fundamental truth : everyone wants to be happy , peaceful and fulfilled .', 'If you are completely at peace , if there is no lack in your life , if nothing has the power to make you sad , anxious or unsure , then , perhaps for you , the study and practice of the Yoga Sutras is not necessary , you are already living the goal .', 'If , on the other hand , you feel there is something missing in fleeting occasions of joy ; if you yearn to experience an abiding peace , are searching for meaning and a vision of life that will help you make sense out of the unexpected twists ands turns you face ; or if you would like to bring your mind to a clear and focused stillness , then consider reading on .', 'With all other concerns at least temporarily put aside , our minds are free to be completely in the moment .', 'Considering this , it is apparent that Sri Patanjali was not claiming that his was a new teaching , but rather an explanation of what has been taught before .']"
1,./data_dsicap/IntegralYoga/raw/YV05.txt,"['As individuals , we may find it hard to achieve that end ; so , collectively , we are helping each other .', 'That is the great benefit of satsang , the good **CODEC_ERROR** are placing yourself in a proper atmosphere .', 'If you have good company , you are not in the bad company ; that is the immediate benefit .', 'Even though you want to do good things you might not be able to if you are in the wrong company .', 'That is one of the main reasons why an ashram life , a protected and clean environment , is necessary .', '**CODEC_ERROR** really a great task to be able to swim against the current .', 'Anything that would adversely affect our physical health and mental peace should not be allowed to come in .', 'Discipline , good manners , good character , proper **CODEC_ERROR** this can be built only now , when they are young .', 'In general , we say that anything **CODEC_ERROR** not violent , anything **CODEC_ERROR** soft and serene is recommended .', 'That is why I used one term **CODEC_ERROR** Food must be sattwic , music must be sattwic .', 'Soft , gentle , nice parties are okay .', 'The cause of disturbed peace is a selfish attitude .']"
2,./data_dsicap/IntegralYoga/raw/YV44.txt,"['Yoga is a Sanskrit word that comes from the root , **CODEC_ERROR** which means **CODEC_ERROR** join **CODEC_ERROR** Simply put , Yoga means **CODEC_ERROR** In many ways the term Yoga is similar to the English term , **CODEC_ERROR** It refers to the state of union or communion with God , **CODEC_ERROR** true Self , or Higher Power .', 'The Bible talks about this same principle in terms of **CODEC_ERROR** of **CODEC_ERROR** In the Beatitudes , Jesus says : **CODEC_ERROR** are the pure in heart , for they shall see **CODEC_ERROR** So , what is the one quality necessary to enable us to see God ?', 'If you say somebody is a kind-hearted person , or a soft-hearted person , you **CODEC_ERROR** mean that their physical heart is kind or soft .', 'Let your physical heart be clean and your mental heart also be clean .', 'In the same way , if your heart is not pure , you will not be able to see the true God .', 'It may seem nice in the moment to lie and steal for that extra money or harm someone who hurt us , but we must realize that is all temporary happiness .', 'All the great faith traditions have said the same thing : Raise above your selfishness , be grateful , lead a kind and compassionate life , be good and do good .', 'If you recognize that peace is your true nature , happiness is your natural state , then you **CODEC_ERROR** disturb it .']"
3,./data_dsicap/IntegralYoga/raw/YV27.txt,"['By and by , when the heart becomes purer and purer through constant work , your actions will be perfectly disinterested and selfless .', '**CODEC_ERROR** action which is ordained , done by one who is undesirous of fruit , devoid of attachment , without love or **CODEC_ERROR** is called **CODEC_ERROR** Gita : Chapter XVIII-23 .', 'Aspirants must work as energetically as the children of this world , but they must substitute a new motive ; they work that the divine law may be fulfilled , that the divine purpose may be promoted , that the Will of God may be carried out in every direction .']"
4,./data_dsicap/IntegralYoga/raw/YV21.txt,"['For breath is the life of beings and so is called **CODEC_ERROR** life of **CODEC_ERROR** **CODEC_ERROR** Upanishad , 11.2 Prana is the vital force that makes up the entire cosmos ; it is the Parashakti or cosmic power .', 'When we gain mastery over the prana , we have mastery over the inner nature , too , because it is the prana that creates all the movements in an **CODEC_ERROR** and mental .', 'The body is the microcosm and the universe outside is the macrocosm .', 'After an exhalation , the lungs are almost empty , but still there is residual air in the lungs .', 'Oxygen is a great panacea ; prana is the best **CODEC_ERROR** best medicine for all kinds of poisons and viruses .', 'Pranayama can be used to bring heat to the body when it is cold or to cool it off when there is too much heat .', 'Hold your breath for a few seconds , while thinking that the prana is going directly to the place that aches and is building it up by removing the dead or diseased cells and tension .', 'You can feel that with the inhalation fresh energy comes in , and with the exhalation the collected toxins are thrown out .', 'Feel you are surrounded by all the great saints and sages ; they are gazing at you and showering their energy and blessing upon you .', 'When you repeat the mantra , feel that it has a lot of beautiful vibrations that are resonating within you and producing tremendously healing sound vibrations in you .', 'Imagine that just as sound waves are used to clean jewels , the sound vibrations of the mantra are cleansing the body and mind .', 'You can try repeating the affirmation : **CODEC_ERROR** holy vibrations are flowing through me and are transforming **CODEC_ERROR** You may choose whatever visualization is most appealing to you and utilize that in your regular practice of pranayama .']"
5,./data_dsicap/IntegralYoga/raw/YV47.txt,"['I may talk the whole day about how tasty the sweets are ; but , unless you take time to eat , they are just words .']"
6,./data_dsicap/IntegralYoga/raw/YV10.txt,"['A few months had passed and I was learning all about meditation , or should I say **CODEC_ERROR** Keeping the mind quiet was an impossible task !', '**CODEC_ERROR** His answer was always the same , **CODEC_ERROR** , you are already doing **CODEC_ERROR** I remember getting so frustrated , as I felt I was not getting anywhere in a hurry .', 'As Sri Patanjali would say **CODEC_ERROR** becomes well-grounded , when done for a long time , without a break and with all **CODEC_ERROR** I started reading about mantras and being initiated , and my mind then became obsessed with the thought , **CODEC_ERROR** need a mantra , I really want a **CODEC_ERROR** I never spoke about this to anyone , not even Gurudeva .', 'In those days I thought one had to be so pure to receive a mantra and I knew I was far from that .']"
7,./data_dsicap/IntegralYoga/raw/YV36.txt,"['I used to go to the Himalayas , sit in front of the Ganges , close my eyes and start meditating , but I would be meditating on the cinemas of New Delhi .', 'And when I sat down to pray , I would watch the time to make sure that I **CODEC_ERROR** be late for the first show .', '**CODEC_ERROR** To such people , I say that God is really everywhere , not in a particular form , but as an omnipresent awareness or power .', 'That God , or Self , or blissful pure Consciousness is always there .']"
8,./data_dsicap/IntegralYoga/raw/YV09.txt,"['In addition to celebrating the Double Anniversary ( 20th of the LOTUS and 40th of Integral Yoga ) we should celebrate sixty years of Sri **CODEC_ERROR** being a social reformer who brought about a renaissance in religion .', 'Loving and lovable by nature , people used to stop him and say , **CODEC_ERROR** look **CODEC_ERROR** It was not only the way he looked , but his eyes were full of grace and love and there was a twinkle in his eyes .', 'Just as so many yogis , saints and rishis in the past bestowed wisdom on India , Sri Gurudev was the master who effectively communicated the virtues , teachings of Yoga and the ancient wisdom of India to suit the western idiom , culture and environment .', 'The Yoga classes designed by Gurudev bore a deep understanding of the circumstances in which they would be practiced .', 'Even if someone **CODEC_ERROR** want to accept the spiritual part of **CODEC_ERROR** teachings , they can understand what a unique and great contribution it is to introduce this type of preventive lifestyle that also reverses heart blockages .', 'Sri Gurudev has gifted to the modern world , truth and wisdom that are valid for all time , in the most simplified manner to be understood by anyone .', 'His words appealed even to children , because they were light , lively and entertaining , yet the ideas they conveyed were so profound .', 'Without peace there is no joy or **CODEC_ERROR** You know very well how , in this turbulent world with all the comforts and conveniences that modern science and technology have brought about , we are still after that elusive peace .', 'Individuals are in shambles , with more suicides and more divorces , the more affluent the society ; and the nations are in great fear of each other all the time .', 'There are 30,000 nuclear weapons officially admitted to be with nuclear power nations and each one of them has a hundred times more destructive capacity than what was dropped on Nagasaki and Hiroshima .', 'Once you do that you can not have fanaticism and religious fundamentalism , which provokes some people to kill others who are following some other faith .', 'Gurudev thought that , if at all there is a third world war , it will only be because of religious fanaticism .', 'Steve Booker later received initiation from Gurudev , along with the spiritual name , **CODEC_ERROR** He said , **CODEC_ERROR** took Woodstock for me to get that message , which some may not think is important but , for me , it was the most important answer of my **CODEC_ERROR** So great was their faith in **CODEC_ERROR** ability to convey the message of peace , that the organizers of Woodstock felt that if he were to set the tone and say something positive , then it would help the people to keep control of the event and it would give the festival a positive momentum .', 'Gurudev said , **CODEC_ERROR** future of the whole world is in your hands .', 'The hearts are **CODEC_ERROR** , I really wonder whether I am in the East or West .', 'America is helping everybody in the material field , but the time has come for America to help the whole world with spirituality **CODEC_ERROR** How prophetic that was .', 'Even his master , Sri Swami Sivananda praised Gurudev and gave him titles like **CODEC_ERROR** This was very rare , particularly because Gurudev was so young at that time .', 'His services are invaluable and countless people have been benefited .', 'Those who do not want to , do not have **CODEC_ERROR** Sri **CODEC_ERROR** contribution , at a critical phase in **CODEC_ERROR** history , is unique .']"
9,./data_dsicap/IntegralYoga/raw/YV08.txt,"['**CODEC_ERROR** like a bouquet of **CODEC_ERROR** how many different flowers are there .', 'If this one says , **CODEC_ERROR** , no , no , no , I **CODEC_ERROR** want to be by your side , **CODEC_ERROR** and if another flower says , **CODEC_ERROR** , you are different , I **CODEC_ERROR** want to be next to you , **CODEC_ERROR** you can not have a bouquet .', 'The quality that you should develop first is dedication .', 'Look at some of the Karma Yogis , how beautiful , how happily they are working .', 'By their example , by their service , the other people should feel that , **CODEC_ERROR** , this is a beautiful place ; it needs growth , and it needs all our **CODEC_ERROR** If others **CODEC_ERROR** come forward to help , it is due to the lack of our example , our lifestyle .', 'In that way , the future of the Ashram , Yogaville , and the Integral Yoga organization in general will be taken care of .', 'We see many communities , many religious groups like that : **CODEC_ERROR** love my group , **CODEC_ERROR** **CODEC_ERROR** That is limited love .', 'Real love is universal , no matter who she is , who he is , or what it **CODEC_ERROR** , animals , people , air , fire , water , **CODEC_ERROR** entire nature , the entire creation should be loved equally .', 'I may talk the whole day about how tasty the sweets are ; but , unless you take time to eat , they are just words .', 'Please fulfill **CODEC_ERROR** Instead say , **CODEC_ERROR** put that goal in my mind ; it is Your business to fulfill it .']"
