,fileName,judgements
0,./data_dsicap/SeaShepherds/raw/SS10.txt,"['These remarkable hounds can differentiate many smells , but in the Galapagos they particularly seek out illegal products being smuggled out of the archipelago , especially shark fins and sea cucumbers , but including wildlife .', 'After their acquisition by Sea Shepherd Conservation Society , it was necessary for the dogs to be vaccinated and checked to ensure they were in excellent health and would meet international standards for exportation from Holland and importation to Ecuador .', 'Upon their arrival , the **CODEC_ERROR** dogs were taken to the Regional Center for Dog Training ( CRAC ) in Quito , the capital city of Ecuador .', 'There , both dogs and handlers ( eight trainers in total for the four dogs ) were educated and prepared to fulfill their important and **CODEC_ERROR** relationships and roles , preventing the illegal trafficking of wildlife .', 'It is not believed that this was always the way , but because the rest of the world has suffered a gross destruction of fish stocks , Galapagos has been left as a **CODEC_ERROR** , **CODEC_ERROR** a unique eco-system on a planet once teeming with wildlife , including crucially important apex predators such as sharks .', 'As species of wildlife face trafficking , poaching and other threats driving them ever closer to extinction , the battle against extinction is an urgent fight .']"
1,./data_dsicap/SeaShepherds/raw/SS14.txt,"['Because of the loss of the vessel , the loss of the fishing season , the loss of the fishing gear and the 15-million-euro fine , the back of the revered Galician crime syndicate has been broken .', 'We linked arms with each other when we needed to be stronger .']"
2,./data_dsicap/SeaShepherds/raw/SS07.txt,"['The gear is placed to catch the endangered Totoaba , and those same nets also are trapping and killing the Vaquita Marina , the most endangered porpoise in the world .', 'Additionally , a fishing camp was discovered , where we found and seized a hidden Totoaba net and an illegal long line , which is also used to catch Totoabas .', 'Next , we discovered a submerged long line in the refuge , where we were able to free three Totoaba , which had been ensnared by the brutal device .', 'It is a relief for the entire Milagro team to be able to find and retrieve those killing tools , and to help save the wildlife that was able to survive until our arrival .']"
3,./data_dsicap/SeaShepherds/raw/SS09.txt,"['On behalf of Sea Shepherd Conservation Society , I am very happy to announce that Pamela Anderson has joined Sea **CODEC_ERROR** Board of Directors and has been appointed Chair of Sea Shepherd Conservation Society .']"
4,./data_dsicap/SeaShepherds/raw/SS08.txt,"['The last time a Greenpeace ship sailed to the Southern Ocean to defend whales was 2007 yet the money begging mail-outs continue to be churned out asking for donations to save the whales .', 'I have tried to hold my tongue over the last few years with regard to Greenpeace but this , this is a deceitful betrayal of what we created in the Seventies .', 'They have simply spat in the face of their founders like myself , David Garrick and the late Robert Hunter with this shocking revelation that the Greenpeace Foundation is a pro-sealing organization .']"
5,./data_dsicap/SeaShepherds/raw/SS03.txt,"['In Sea Shepherd Conservation **CODEC_ERROR** latest scientific research campaign , we are studying the toxicology levels in whales in the Gulf of California .', 'Sea Shepherd Conservation Society only supports studies that utilize **CODEC_ERROR** methods for collection and using data , that is , studies that best protect this planet .', 'Some of the whales , such as fin whales , are residents of the Gulf of California .']"
6,./data_dsicap/SeaShepherds/raw/SS16.txt,"['Now if they do not proceed with the pool expansion , they will be stating loud and clear that the expansion was planned as part of a breeding program .', 'It will expose yet another lie and people will realize that all the talk about caring for the Orcas and wanting to give them more room was just a cover to expand the pools for breeding programs .', 'However , any shareholder that continues to hold shares after this decision is simply too damn rich to care about the losses or too damn stupid to see what is going on .', 'The days of the slave tanks are almost over .']"
7,./data_dsicap/SeaShepherds/raw/SS11.txt,"['Japan returns to the killing fields with an arrogant confidence that they will be unopposed .', 'In 2008 the Australian Federal Court declared that Japanese whaling in the waters of the Australian Antarctic Territory was unlawful , and banned further whaling .', 'In 2014 , the International Court of Justice ruled that Japanese whaling is neither scientific nor lawful and ordered the Japanese whaling fleet to cease and desist from killing whales in the Antarctic .', 'In 2011 , the whalers sued the U.S. Sea Shepherd entity **CODEC_ERROR** Sea Shepherd Conservation Society **CODEC_ERROR** and me in U.S. federal court , and were able to obtain an injunction barring us from approaching the whaling vessels .', 'The logistics of the situation in the Southern Ocean have changed considerably since Japan announced its new program Lowering the quota and expanding their hunting area means it would be more difficult and take more time to track down the whaling fleet , and in the time that would take , they could kill most of their quota .', 'Although Sea Shepherd Australia is sending the Steve Irwin to the Southern Ocean this December on a mission to intervene against illegal activities in the Southern Ocean , it is unlikely that they will make any dent in the **CODEC_ERROR** killing .', 'The best way to stop illegal Japanese whaling now may be through another effort in the courts **CODEC_ERROR** this time , the U.S. courts .', 'But they have millions from the Japanese government to fund their legal fight , and they are trying to use their money to bully us into submission .']"
8,./data_dsicap/SeaShepherds/raw/SS18.txt,"['Every year 65 billion animals are slaughtered to feed humans and some 40 % of all the fish caught are converted to fishmeal to feed pigs , chickens , domestic salmon , fur-bearing animals and cat food .', 'Some 50 % comes from the forest that we are rapidly cutting down .', 'Some of this oxygen is produced by seaweeds and sea grasses , but the vast majority of the oxygen is produced by phytoplankton , microscopic single-celled organisms that have the ability to photosynthesize .', 'This is one of the things that most likely WILL NOT be discussed at the Climate Change Conference in Paris in two months .', 'The solutions to climate change are simple but , unfortunately , the solutions are not what anyone will be discussing in Paris in two months , at least not at the gathering of world leaders .']"
9,./data_dsicap/SeaShepherds/raw/SS19.txt,"['Traditionally , Polynesian cultures placed taboos on certain areas to ensure that fish populations were not overfished and wiped out .', 'One of the reasons that I do not eat meat , aside from the considerable ethical and ecological considerations , is that some 40 % of the fish taken from the sea is converted into fish meal to feed chickens and pigs and domestic salmon .', 'Eating fish caught by heavy-gear technology , by long lines , gill nets , purse seiners , super trawlers and bottom trawlers , or fish raised on salmon farms , is killing our Ocean .', ""A fish is more valuable to humanity swimming free in the sea than it is on someone 's plate ."", 'One of the solutions to climate change that very few want to hear is that we need to shut down industrialized fishing operations to revitalize bio-diversity in the sea .']"
