,fileName,sentence
0,./data_dsicap/SeaShepherds/raw/SS01.txt,"['Dear Friends , Because of you , thousands of endangered and threatened whales , dolphins , porpoises , sea turtles , sharks and other marine mammals have been saved .', 'So much more needs to be **CODEC_ERROR** and we are doing it thanks to your help .', 'Today we are able to match your gift up to $ 20,000 , thanks to a generous matching gift challenge from the Tomchin Family Foundation .', 'We urgently need your support to take on a huge challenge .', ""During last year 's Operation Milagro II campaign , our Sea Shepherd crew members were able to save one humpback whale , seven totoaba bass , fifty-five rays , dozens of sharks and countless numbers of other marine mammals that were entangled in illegal gill nets ."", 'We removed 42 illegal gill nets from the Gulf of California which also extended the lives of countless marine species , including the vaquita .', ""During last year 's Operation Milagro II campaign , our Sea Shepherd crew members were able to save one humpback whale , seven totoaba bass , fifty-five rays , dozens of sharks and countless numbers of other marine mammals that were entangled in illegal gill nets ."", 'We removed 42 illegal gill nets from the Gulf of California which also extended the lives of countless marine species , including the vaquita .', 'Your meaningful support provides our crew members with vital equipment and resources to protect the vaquita and other marine species .', 'This year we will even employ a third ship to help on this vital campaign .', 'We must raise $ 500,000 to launch Operation Milagro III .', 'Donate today and the foundation will match your gift dollar for dollar , up to $ 20,000 .']"
1,./data_dsicap/SeaShepherds/raw/SS13.txt,"['For many years I have been annoyed at some of the terminology used in our societies in reference to our brutal treatment of animals .', 'We need to put an end to the utilitarian , consumeristic jargon that is employed to justify ecological exploitation and the infliction of cruelty upon nonhuman species .', 'You **CODEC_ERROR** **CODEC_ERROR** seals , pigs , dolphins , deer , fish or any other animal .', 'You harvest corn , oranges , or apples but not seals or fish .', 'I notice that even farmers **CODEC_ERROR** use the term for the killing of cows or pigs ; they slaughter cows and pigs , they **CODEC_ERROR** harvest them .', 'It seems to me that any seal that **CODEC_ERROR** swim , **CODEC_ERROR** escape , and is helpless on an ice floe at three weeks of age qualifies as a baby seal .', 'And it is not a seal hunt .', 'She was all for conservation , as long as it took place outside the borders of Norway and did not involve Norwegian fishing vessels .', 'Just think , if every person on Earth ate one fish per week , it would add up to seven and a half billion fish per week or 390 billion fish per year .', 'The ecological reality is that all industrialized fishing should be prohibited immediately if we are to protect oceanic eco-systems .', 'Another word used these days is **CODEC_ERROR** This word makes it sound like the ocean is our private warehouse .', 'We use terms in fisheries like **CODEC_ERROR** the stocks , **CODEC_ERROR** or the **CODEC_ERROR** have been reduced , **CODEC_ERROR** or the **CODEC_ERROR** are **CODEC_ERROR** It makes it sound like **CODEC_ERROR** all neat and handy , and like the fish is already on the grocery shelf .', 'The correct term should be **CODEC_ERROR** We **CODEC_ERROR** say there is an **CODEC_ERROR** stock of humans messing up the **CODEC_ERROR** Nor do we say that the **CODEC_ERROR** of humans needs to be **CODEC_ERROR** When you put the three above-mentioned words together , you get the **CODEC_ERROR** harvesting of **CODEC_ERROR** of fish .', 'Sometimes the word **CODEC_ERROR** is replaced by the word **CODEC_ERROR** **CODEC_ERROR** sir , we caught a million cans of product this season , all canned up and ready to go to market , sustainably , and humanely harvested , of **CODEC_ERROR** Which bring us to the term **CODEC_ERROR** , **CODEC_ERROR** as in **CODEC_ERROR** **CODEC_ERROR** This term suggests that killing is acceptable as long as it is humane .', 'It actually means the killing of animals by humans is acceptable as long as we can appease our guilt by making it sound okay by **CODEC_ERROR** the action .', 'We humans really believe we are a kind species .', 'We justify our cruelty and declare ourselves humane .', 'In fact we are angered beyond measure , and rightfully so , when the Chinese authorities conduct mass seizures and slaughters of dogs ; yet many of these same outraged people seem to think it is perfectly alright to kick , club and skin baby seals alive or to cut the throats of sheep and goats .', 'When marketing we use the term **CODEC_ERROR** **CODEC_ERROR** The image created is of chickens happily walking around and pecking for insects on the ground .', 'The reality is that the chickens get to leave their cage at some point before they are beheaded and turned into **CODEC_ERROR** **CODEC_ERROR** **CODEC_ERROR** or **CODEC_ERROR** **CODEC_ERROR** are names that would best describe our human species .', 'We call ourselves **CODEC_ERROR** sapien , **CODEC_ERROR** which means **CODEC_ERROR** man , **CODEC_ERROR** but just simply calling ourselves this does not make it so .', 'Thus we have the absurd description of the Canadian seal hunt or the Japanese dolphin slaughter as **CODEC_ERROR** and sustainable harvesting of stocks of **CODEC_ERROR** By simply using the word **CODEC_ERROR** , **CODEC_ERROR** we can accept that an animal being bludgeoned on the head with a spiked club is kind of okay because it is described as **CODEC_ERROR** Imagine the outrage if animal shelters put down dogs and cats using a club instead of a lethal injection .', 'Of course , we avoid the word **CODEC_ERROR** in the shelters too , by saying we put the poor animals to **CODEC_ERROR** It sounds much nicer .', 'We always hear that Faroese whale killers **CODEC_ERROR** saw through the neck of a pilot whale to sever the spinal **CODEC_ERROR** It takes a few minutes but the Danish government has said that the slaughter of pilot whales is a humane , sustainable harvest of wild pilot whale stocks .', 'And to add insult to injury we have named some whales **CODEC_ERROR** **CODEC_ERROR** because whalers viewed them as the **CODEC_ERROR** whales to kill : because they were slow and did not sink after they were harpooned .', 'I would prefer to see the Patagonia right whale called the Patagonia whale .', 'I would prefer to have the whale named after someone who likes whales or defends whales instead of some serial murderer of whales .', 'I call this whale the **CODEC_ERROR** **CODEC_ERROR** And why is it that you **CODEC_ERROR** describe an animal killer as a **CODEC_ERROR** ?', '**CODEC_ERROR** **CODEC_ERROR** dictionary defines **CODEC_ERROR** as the killing of another human being , but it also says that to kill or slaughter inhumanely or barbarously is murder too .', '**CODEC_ERROR** is the killing of your mother , and **CODEC_ERROR** is the killing of your brother .', 'In the Faroe Islands they call the killing of the pilot whales the **CODEC_ERROR** The word **CODEC_ERROR** means whale and the word **CODEC_ERROR** is Nordic for murder .', 'I think that **CODEC_ERROR** is an acceptable term for describing the barbarous slaughter of a seal or the inhumane killing of a dolphin , a whale or an elephant .', 'Carnivores hunt down , pounce upon , and rip the flesh from the body of their living prey , with veins in their teeth , blood on their face and the stench of slaughter in their nostrils .', 'We **CODEC_ERROR** have a logging industry anymore ; they now call it **CODEC_ERROR** It goes along with the Healthy Forest Initiative , where a **CODEC_ERROR** forest is a forest that is harvested **CODEC_ERROR** humanely , and sustainably , of course .', 'As a conservationist , **CODEC_ERROR** always viewed myself as a **CODEC_ERROR** , **CODEC_ERROR** but now I find that the right-wing , radical , wacko anti-conservationists who destroy forests , overfish the oceans , and pollute our rivers are now calling themselves **CODEC_ERROR** and accusing me of being a radical for working to conserve nature and endangered species .', 'I think it is clear that we have a serious language pollution problem .']"
2,./data_dsicap/SeaShepherds/raw/SS14.txt,"['And we want to thank the crew on the ships who made this incredible result possible .', 'We left in early December with two ships , not knowing exactly what to expect .', 'And yet , with every single day we amassed more support from around the world and we made deeper impacts with our efforts to save our oceans .', 'When we found the Thunder , we blocked her and chased her out of Antarctica .', 'We chased her through ice and through storms .', 'When she tried to fish illegally , we blockaded her .', 'We came in and cleaned out the illegal fishing gear she left behind .', 'We supported each other and we ensured that this was a common fight to end the career of the **CODEC_ERROR** most notorious poacher .', 'We launched investigations , we endured the heat and we endured the exhaustion .', 'When the Thunder was scuttled , in a cowardly act , because of this determined chase , we rescued the crew and landed them safely ashore .', 'We masked our fears and we took on the challenge of meeting the poachers face to face .', 'We showed them the respect they needed as men in peril , and yet , we faced them with the fortitude it takes to rescue a crew of poachers that outnumbered us two to one .', 'And because of us , because of all you brave men and women , the perpetrators of these crimes will be seeing the world through the bars of a prison cell for the next three years .', 'We leaned on each other when we needed the support .', 'We linked arms with each other when we needed to be stronger .', 'And we reached out to the **CODEC_ERROR** law enforcement when we knew that together we could change the way the world tackles these criminals .', 'We would like to thank all of you for being icons of courage , change and compassion .']"
3,./data_dsicap/SeaShepherds/raw/SS09.txt,"['On behalf of Sea Shepherd Conservation Society , I am very happy to announce that Pamela Anderson has joined Sea **CODEC_ERROR** Board of Directors and has been appointed Chair of Sea Shepherd Conservation Society .', 'Pamela Anderson is a passionate , compassionate , and committed activist for animals and the environment , and she brings a great deal of media and cultural influence to our table .', 'She is an international icon whose understanding of the nature of media has enabled her to be an effective and outspoken advocate for all animals and for Sea Shepherd .', 'She has traveled to Newfoundland to oppose the slaughter of seals .', 'She has spoken before representatives of the government of Russia to stop the trans-shipment of whale meat from Iceland through Russian waters and against the capture and captivity of orcas and dolphins by Russia .', 'She is a powerful voice against SeaWorld and a longtime opponent of the fur industry .', 'Born and raised on Vancouver Island , she is very much aware of the threats to orcas , sea otters , salmon and other species on the West Coast of North America and she continues to speak out against the destruction caused by salmon farms , over-fishing and illegal fishing .', 'In 1977 I took Brigitte Bardot to the ice floes off Newfoundland to pose with a baby seal , a picture that did more than anything else to focus worldwide attention on the slaughter of baby seals in Canada .', 'With Pamela Anderson we continue to have that powerful nature Goddess presence that enables us to reach out with the imperative message that we must learn to live in harmony with our wonderful planet and respect all the species of life that share it with us .', 'Please join me in welcoming Pamela Anderson to this important leadership position with Sea Shepherd Conservation Society .']"
4,./data_dsicap/SeaShepherds/raw/SS17.txt,"['The Faroese killers slaughter pilot whales and dolphins simply because they like killing these wonderful sentient beings .', 'It was a very expensive operation financed by the Danish people and for the sole purpose of allowing a few thugs to slaughter whales contaminated with mercury .', 'They will irresponsibly feed the toxic whale meat to their children so that they can continue to boast about how proud they are of spilling hundreds of liters of hot blood into the cold sea .', 'They will allow their children to poke out the eyeballs and pry out the teeth of the pilot whales , jump on the carcasses and play with fetuses viciously ripped from the bodies of cetacean mothers .', 'You all did a wonderful job , risked your lives and your freedoms and worked terrifically long hours **CODEC_ERROR** and you did it out of compassion , without material gain , because you cared .', 'And Sea Shepherd thanks everyone who supported this campaign with your donations and your time .']"
5,./data_dsicap/SeaShepherds/raw/SS11.txt,"['Japan returns to the killing fields with an arrogant confidence that they will be unopposed .', 'In response , Japan developed a new **CODEC_ERROR** whaling program **CODEC_ERROR** yet another transparent attempt to justify its commercial slaughter as **CODEC_ERROR** But the International Whaling Commission ( IWC ) rejected the program , finding it both unscientific and unlawful .', 'This cessation in their whaling operations was an acknowledgement that they accepted the ruling of the court .', 'Now , in open and arrogant defiance of the Australian Federal Court , the International Court of Justice and the International Whaling Commission , Japan has announced that they will return to kill whales in the Southern Ocean .', 'The question is , will they , or have they been compromised by threats of trade retaliation from Japan ?', 'There is no question that Sea Shepherd opposition has been a leading factor in bringing Japanese whalers to their knees in reduction in quotas and in focusing international public attention on **CODEC_ERROR** nefarious whaling activities .', 'Our opposition dates back to 2002 : 2002/2003 : Operation Cold as Ice - 0 whales saved .', 'In our first direct action campaign , we were unable to find the fleet .', 'In 2011 , the whalers sued the U.S. Sea Shepherd entity **CODEC_ERROR** Sea Shepherd Conservation Society **CODEC_ERROR** and me in U.S. federal court , and were able to obtain an injunction barring us from approaching the whaling vessels .', 'Sea Shepherd Conservation Society complied with this injunction , but foreign participants in the global Sea Shepherd movement , including Sea Shepherd Global and Sea Shepherd Australia , continued their opposition : 2012/2013 : Operation Zero Tolerance ( Season Six of Whale Wars ) - 932 whales saved .', 'Not only did the whalers secure a temporary injunction from the Ninth Circuit Court of Appeals , but they also persuaded that court to find us in contempt , despite our extensive efforts to comply with the injunction **CODEC_ERROR** because we did not prevent foreign Sea Shepherd entities beyond our control from going forward with Operation Zero Tolerance .', 'During our Southern Ocean campaign in 2010 , the Japanese whaling ship Shonan Maru No .', 'Japan also used its economic and political clout to have an INTERPOL Red Notice issued against me , demanding my extradition on the charges of **CODEC_ERROR** to trespass on a whaling **CODEC_ERROR** and **CODEC_ERROR** with **CODEC_ERROR** Japan uses the courts to get what it wants and ignores the court rulings against it .', 'Yet the Japanese whalers made a major mistake in bringing their case in U.S. federal court , because this gives Sea Shepherd the legal grounds to countersue them .', 'By suing Sea Shepherd in the United States , the whalers submitted themselves to U.S. jurisdiction .', 'Since they brought their lawsuit , our case has changed from a defensive action to a legal attack on Japanese whaling .', 'We are currently seeking rulings that would end Antarctic whaling , declare the whalers to be pirates , award us damages for the loss of the Ady Gil , secure an injunction protecting all Sea Shepherd ships from the **CODEC_ERROR** attacks , and overturn the injunction prohibiting Sea Shepherd Conservation Society from interfering with Japanese whaling .', 'We can not simply defeat the Japanese on the water ; we need to defeat them for good in the courts , and we can not surrender to their arrogance in defying international law .', 'Sea Shepherd has contributed to Japanesewhaling operational losses and to the now-diminished quota of 333 whales annually , instead of the 1035 whales that they previously and unsuccessfully attempted to kill every year .', 'We are talking about the integrity of the Southern Ocean Whale Sanctuary , which demands nothing less than a zero quota .', 'The logistics of the situation in the Southern Ocean have changed considerably since Japan announced its new program Lowering the quota and expanding their hunting area means it would be more difficult and take more time to track down the whaling fleet , and in the time that would take , they could kill most of their quota .', 'Although Sea Shepherd Australia is sending the Steve Irwin to the Southern Ocean this December on a mission to intervene against illegal activities in the Southern Ocean , it is unlikely that they will make any dent in the **CODEC_ERROR** killing .', 'They will have three harpoon vessels to block any approach by any Sea Shepherd Australia ship .', 'We need to show the U.S. courts that they should take action to stop **CODEC_ERROR** illegal whaling , not to protect it .', 'We will abide by the U.S. injunction while it remains in place , because we respect the rule of law .', 'With your help , we have the opportunity to stop the whalers for good .', 'But they have millions from the Japanese government to fund their legal fight , and they are trying to use their money to bully us into submission .', 'We can only continue to stand up to them with your support .']"
6,./data_dsicap/SeaShepherds/raw/SS03.txt,"['In Sea Shepherd Conservation **CODEC_ERROR** latest scientific research campaign , we are studying the toxicology levels in whales in the Gulf of California .', 'We are working with marine scientists from the Universidad de Baja California Sur , Italy and United State of America to conduct the first studies regarding the toxicology of microplastics and pollution in the Gulf of California .', 'Our research vessel , R/V Martin Sheen , and her crew are collaborating with the scientists to complete this research expedition .', 'We all must strive to learn how to best care for and protect life on this planet so we can live in a healthy environment and preserve the Earth for future generations .', 'We must stop destroying our the planet .', 'This research campaign will help achieve that as the study will help us to understand the environment so we can change our destructive habits and apply new laws for the protection of the environment .']"
7,./data_dsicap/SeaShepherds/raw/SS05.txt,"['The Humane Society of the United States ( HSUS ) may be collecting their 30 pieces of silver over the next five years .', 'Enter Wayne Pacelle , the President of the Humane Society of the United States , who stepped up to the plate to snatch defeat from the jaws of the victory , that we almost achieved .', 'This partnership is not really so surprising when we consider that HSUS previously partnered with abusive dog fighting criminal Michael Vick to help him return to acceptability in the public eye .', 'The first spin was their blatant proclamation that no orca has been successfully returned to the wild .', 'He spent those five years free , hunting for fish and swimming between Norway and Iceland .', 'In fact , 20 SeaWorld orcas and 133 of their dolphins have died in captivity over the last 24 years .', 'SeaWorld is not fooling us by saying that life is better in their concrete tanks than in the sea .', 'At the time of **CODEC_ERROR** release , HSUS was boasting of the success and certainly claiming credit for their part in it .', 'Now it appears there is more profit in agreeing with SeaWorld , that the release was a failure .', 'For years HSUS has been promoting sea pens , large enclosures in a fjord or bay for the orcas to be released , where they could swim for miles and learn to hunt for fish .', 'That all is now forgotten when Pacelle , sitting side by side with Manby , said to the world last week that sea pens will not work and he was happy that the orcas will live out their lives without a breeding program .', 'What this means is that they will no longer masturbate the males to artificially inseminate the females .', 'Of course what they do by themselves is something else altogether , to which they will argue , **CODEC_ERROR** difficult to separate an amorous couple of orcas unless of course they are contemplating abortions .', 'In that ad they claimed SeaWorld does wonderful things like rescuing animals in distress , yet only a few years ago Dr. Naomi Rose , speaking about SeaWorld said , **CODEC_ERROR** work that they actually do **CODEC_ERROR** as great as they claim .', ""It looks good , but in the end , they **CODEC_ERROR** offer evidence of success because they **CODEC_ERROR** monitor most of the animals they **CODEC_ERROR** Now , according to the ad , HSUS is calling SeaWorld **CODEC_ERROR** and describes their swim with dolphin programs ( it recently condemned ) , as **CODEC_ERROR** , interactive and informative experiences . ''"", 'HSUS added that **CODEC_ERROR** food offerings ( will ) reflect an awareness of animal welfare , such as crate-free pork and cage-free **CODEC_ERROR** It appears that HSUS had forgotten their past condemnation of the practice of grinding up male chicks alive and the horrendous conditions at slaughter houses .', 'I think HSUS will fare much better with their betrayal of the orcas and dolphins of SeaWorld .', 'SeaWorld has announced that they will be active partners with HSUS to oppose sealing , whaling and shark-finning .', 'I assume this partnership will include promoting HSUS at SeaWorld and HSUS promoting SeaWorld to the public .', 'Manby has said he will lobby to stop Japan from killing whales .', 'The orcas will remain in their tanks .', 'HSUS will be promoted inside SeaWorld with the potential of enlisting a huge increase in support with their now larger tent and SeaWorld will appear to be absolved of their sins .', 'SeaWorld intends to see them stay imprisoned in their little tanks and HSUS sees that as a good thing .']"
8,./data_dsicap/SeaShepherds/raw/SS02.txt,"['This generous donation comes at a very important time , as we urgently raise funds for our latest campaign , Operation Jairo II .', 'This is our largest sea turtle defense campaign to date and we need your help to support our ground crew in three countries , to save endangered sea turtles .', ""Help us save these amazing creatures that have called our oceans `` home '' since dinosaurs roamed the Earth over 500 million years ago ."", 'While humans are the biggest threat to sea turtles , we also hold the key to their survival .', 'How Operation Jairo II Will Make a Difference In Florida , we will work to save turtles from light pollution that disorients the turtles away from the ocean , causing them to die from dehydration or to be killed by cars .', 'In Costa Rica and Honduras , we will fight the many human-induced threats to sea turtles like pollution and poaching .', 'In all locations , we will conduct beach clean-ups to protect the turtles .', 'Our 2015 sea turtle campaign saved over 12,000 turtles and hatchlings !', 'Your Gift Will Support Other Missions Sea Shepherd Conservation Society continues to combat illegal fishing , over-fishing , whaling , sealing , dolphin killing , plastic pollution and preventing the destruction of coral reefs and other oceanic ecosystems .', 'In addition to supporting Operation Jairo II , your gift will support other upcoming campaigns , including efforts to stop salmon farming , to protect the critically endangered vaquita porpoise and totoaba bass , combat ongoing efforts to oppose Orcas in captivity and so much more .', ""Donate and We 'll Double Your Gift Today !"", 'Please take advantage of this amazing opportunity to double your gift through our matching grant .', 'We can not save our oceans without you .', 'Thank you in advance for making all Sea Shepherd campaigns possible .', 'Double Your Gift For the Oceans , Paul Watson Captain Paul Watson Founder and Executive Director Sea Shepherd Conservation Society']"
9,./data_dsicap/SeaShepherds/raw/SS18.txt,"['f the ocean dies , we all die .', 'A few people have asked me to explain just why it is that humanity will die if the ocean dies .', 'But food being taken from the ocean is the least of the factors that will kill us .', 'The ocean is the life support system for the planet , providing 50 % of the oxygen we breathe and regulating climate .', 'Is cheap fishmeal for domestic animals worth robbing the planet of our oxygen supplies ?', 'Some 50 % comes from the forest that we are rapidly cutting down .', 'In order to restore phytoplankton populations we need to restore whale populations and we need to abolish the industrialized exploitation of bio-diversity in the ocean .', 'We also need to have governments end all subsidization of commercial fishing operations .', 'It is a simple concept to understand **CODEC_ERROR** more humans eating fish , directly or indirectly ( i.e .', 'I call this the **CODEC_ERROR** of **CODEC_ERROR** There must be a global moratorium on all industrialized fishing .', 'We need to return whale and fish populations to pre-exploitation levels .', 'Will it cost profits ?', 'Will it costs jobs ?', 'And that is why when the ocean dies , we all die !']"
