,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC
0,DorothyDay_train2,10,20.9961910248,"car, worker, farm, hour, strike, pay, get, grape, talk, ask, got, grower, pray, know, too, bread, night, cesar, prayer, tell",0.0244788879908,0.0195690907749,0.9,0.1,0.246324187049,0.708101037268,0.0149214522146,0.00336258078075,0.0164976619556,0.00945725844586,0.017811170073,0.00394052435244,0.00945725844586,0.766300491777,0.685585544315
1,DorothyDay_test0,10,18.8594100475,"worker, tri, love, too, say, parish, mroconnel, farm, maurin, comfort, christ, talk, poverti, get, mauric, afternoon, wish, tax, know, cathol",0.0226555656211,0.0262425025034,0.5,0.5,0.255438771899,0.662136750908,0.0197376196667,0.00378205885829,0.0113461765749,0.0148918567545,0.0147145727455,0.00419572154592,0.0114052712445,0.72699664658,0.665731370764
2,PastorAnderson_train2,10,119.648566961,"say, bibl, get, vers, save, let, know, unto, want, talk, christ, shall, sin, whi, look, thing, god, chapter, lot, tell",0.0259069572292,0.0198839637048,0.9,0.1,0.415301715974,0.702571385041,0.0149962068418,0.0281664049682,0.0222561352129,0.016063583917,0.018480619608,0.000467528801538,0.017554383303,0.676026499787,0.686146518785
3,SeaShepherds_test0,10,8.45690178871,"whale, illeg, shepherd, seal, costa, greenpeac, fish, net, rican, coco, danish, shark, slaughter, crew, eat, vessel, galapago, boat, dog, poacher",0.0203372688584,0.037912944725,0.1,0.9,0.317547813954,0.570034428158,0.0135374493927,0.00202429149798,0.0154352226721,0.0145495951417,0.000506072874494,0.000126518218623,0.00936234817814,0.737165342321,0.662479979256
4,Bahai_train4,10,7.49264192581,"baha'i, abdu'lbaha, coupl, baha'u'llah, parent, marriag, spank, punish, consent, talk, everyon, let, will, say, decre, fate, feel, tri, worship, craft",0.0311224092185,0.0262900035987,0.5,0.5,0.348171441382,0.632681372018,0.00662850256101,0.0140102440494,0.00979210605604,0.0137089484785,0.00587526363362,0.00165712564025,0.0117505272672,0.69093061846,0.568341913841
5,JohnPiper_test0,10,29.9371299744,"god, christ, worship, love, vers, sin, say, glori, spirit, grace, barnaba, jesus, know, want, thing, perfect, faith, will, let, whi",0.0348108484308,0.0164508390492,0.9,0.1,0.497088125359,0.705759522873,0.0203601642855,0.0149541896304,0.0142872187314,0.00607294555411,0.0261171762558,0.000245726120687,0.0120405799136,0.720031552409,0.723596306164
6,NaumanKhan_train4,10,58.0911211967,"allah, get, say, know, talk, don't, want, thing, someth, let, quran, realli, happen, alayhi, messeng, tell, tri, got, dont, salyam",0.0210179903615,0.0183772590047,0.8,0.2,0.435857618647,0.73717470739,0.0149807743557,0.0351201126889,0.0136863745384,0.0202725853733,0.0170936917044,0.000799482240073,0.0150759508128,0.718890169642,0.662081859123
7,WBC_train2,10,32.9435069561,"shall, unto, thi, thou, god, heaven, thee, christ, lord, sin, say, shalt, hath, belov, sabbath, angel, puritan, bless, wit, mose",0.0301482614055,0.0191160810279,0.8,0.2,0.36367983851,0.556073154833,0.00819238077438,0.00719558919727,0.00940722050899,0.0160421144441,0.0212129707504,0.00208703236458,0.00853502787901,0.721986950613,0.74425579573
8,IntegralYoga_train2,10,10.5890960693,"mind, yoga, sri, happi, medit, know, feel, everyth, breath, get, swami, clean, don't, joy, gurudev, love, selfish, pure, want, say",0.0315089655712,0.0184463190119,0.9,0.1,0.27804489741,0.65212721462,0.0117790414297,0.0329000812348,0.0148253452478,0.00517871649066,0.0089358245329,0.00142160844842,0.0156376929326,0.674835847384,0.590591202312
9,IntegralYoga_test1,10,16.5622410774,"mind, medit, want, yoga, don't, whi, get, should, everyth, will, arjuna, fruit, gurudev, say, clean, yogi, happi, let, peac, thing",0.0296591426652,0.0175421889736,0.9,0.1,0.404421640901,0.721744064991,0.0174290527407,0.0443177400544,0.00887650641441,0.00894129843203,0.00933005053777,0.00103667228197,0.01444861993,0.730396585691,0.72956180181
10,MehrBaba_test0,10,16.5375041962,"imperson, realiz, baba, spiritu, master, discipl, plane, meher, perfect, imper, mind, finit, conscious, real, self, truth, realiti, avatar, hazrat, sufi",0.0299766213664,0.0129186454539,0.8,0.2,0.391160522719,0.645551670678,0.00654300597129,0.00228687587346,0.0153093634862,0.00768644390802,0.0176597636895,0.002096302884,0.0145470715284,0.768488300746,0.683567014757
11,ISIS_train4,8,24.6890559196,"allah, crusad, faction, ribāt, regim, apost, camp, ibn, yarmūk, plot, sahwah, jihād, abū, khilāfah, muslim, alayhi, dimashq, islam, sallam, nusayrī",0.0150673205655,0.0225604044179,0.125,0.875,0.442795005372,0.681230367652,0.00438101847836,0.00494491194587,0.0015615511408,0.0222521037564,0.0145744773141,0.000303634944044,0.00915242474191,0.84215587305,0.791390735127
12,Unitarian_train2,10,39.7036571503,"hope, sing, get, know, wonder, feel, love, moment, ask, garden, dont, let, think, thing, rememb, say, happen, everyth, realli, congreg",0.027438058461,0.0199667384785,0.9,0.1,0.267339376827,0.683884552562,0.0208575075424,0.0089928057554,0.0277616616384,0.0102692039916,0.0094859596194,0.00664307263866,0.0113425388721,0.683522548024,0.530621359897
13,Rabbinic_test0,10,22.6017608643,"mose, rabbi, jew, know, kaplan, judaism, abraham, koufax, jewish, bless, want, ask, jewri, steinberg, god, hyphen, israel, answer, whi, think",0.0213778036934,0.0123158642111,1.0,0.0,0.395728569301,0.714048294535,0.0198710803082,0.00998400620365,0.0135220278195,0.00639751853826,0.0133281636214,0.00101778704018,0.0113895216401,0.705829631277,0.611569463757
